accuracy,loss,val_accuracy,val_loss
0.9604951739311218,0.10921648889780045,0.9993600249290466,0.00239800987765193
0.9790449142456055,0.04957246407866478,0.9998506903648376,0.00035321328323334455
0.982938289642334,0.03889678418636322,0.9997439980506897,0.0006329173338599503
0.9905331134796143,0.02480192668735981,0.9998720288276672,0.0003205231041647494
0.9939091801643372,0.017861511558294296,0.9998506903648376,0.0004264803137630224
0.9955518841743469,0.014270413666963577,0.9999146461486816,0.00021904522145632654
0.9962932467460632,0.011814423836767673,0.9999786615371704,5.527411849470809e-05
0.9965919256210327,0.011076618917286396,0.999893307685852,0.00023267697542905807
0.9970452785491943,0.009797986596822739,0.999893307685852,0.00033260209602303803
0.9974666237831116,0.008418276906013489,0.9998506903648376,0.00038461736403405666
0.9977119565010071,0.0078037395142018795,0.9999359846115112,0.00029188330518081784
0.9979786276817322,0.007027369923889637,0.9998506903648376,0.0005195168196223676
0.9979466199874878,0.006810483057051897,0.9999146461486816,0.00044868444092571735
0.9980586171150208,0.006578127853572369,0.999893307685852,0.00035983629641123116
0.9983466267585754,0.005803524982184172,0.9999359846115112,0.0002722011413425207
0.9983306527137756,0.005670163780450821,0.9999359846115112,0.00016941102512646466
0.998309314250946,0.005454334896057844,0.9999359846115112,0.0001646030432311818
0.9986559748649597,0.0048149097710847855,0.9999359846115112,0.0002703722275327891
0.9986559748649597,0.0046991268172860146,0.9999146461486816,0.00034688273444771767
0.9987626671791077,0.004381605889648199,0.9999146461486816,0.0002700253971852362
0.9987413287162781,0.004524165764451027,0.9999146461486816,0.00034088047686964273
0.9988479614257812,0.004225228447467089,0.999893307685852,0.00035443875822238624
0.9987999796867371,0.0043256813660264015,0.9999359846115112,0.00026545816217549145
0.9987679719924927,0.004298283252865076,0.999893307685852,0.00038677503471262753
0.9988799691200256,0.003939984366297722,0.9999359846115112,0.0001600177347427234
0.9990559816360474,0.0032918816432356834,0.9999573230743408,0.00020665323245339096
0.9988960027694702,0.0037962186615914106,0.9999146461486816,0.0002693332498893142
0.9988319873809814,0.0041699279099702835,0.9999573230743408,0.000155460846144706
0.9990559816360474,0.003397605614736676,0.9999146461486816,0.0002906775916926563
0.9990453124046326,0.00352680217474699,0.9999359846115112,0.0002683201455511153
0.9990453124046326,0.0034065651707351208,0.999893307685852,0.0005575764225795865
0.9989919662475586,0.00349861360155046,0.999893307685852,0.00042794569162651896
0.9991306662559509,0.003006204031407833,0.9999359846115112,0.00027921312721446157
0.9990453124046326,0.00335650984197855,0.999893307685852,0.00036422518314793706
0.9990986585617065,0.0031053500715643167,0.9999573230743408,0.00021121972531545907
0.9990719556808472,0.003386318450793624,0.999893307685852,0.0005663104238919914
0.9991199970245361,0.002999779535457492,0.9999146461486816,0.0004875699814874679
0.9990559816360474,0.003214433090761304,0.9999359846115112,0.00041267945198342204
0.999023973941803,0.003298287745565176,0.9999573230743408,0.00029664888279512525
0.9991733431816101,0.0028361710719764233,0.9999573230743408,0.0002828958386089653
0.9992479681968689,0.0026967148296535015,0.9999573230743408,0.00026808379334397614
0.999082624912262,0.003065291093662381,0.9999573230743408,0.0002785215910989791
0.9991733431816101,0.002858482301235199,0.9999573230743408,0.00032307536457665265
0.9991679787635803,0.0028668688610196114,0.9996160268783569,0.0014216118725016713
0.9991893172264099,0.002739881630986929,0.9999573230743408,0.000153409389895387
0.9991999864578247,0.002749173203483224,0.9999573230743408,0.00020991785277146846
0.9991893172264099,0.0028300147969275713,0.9999146461486816,0.0004651034250855446
0.9990026354789734,0.00341021828353405,0.9999573230743408,0.00034150443389080465
0.9993173480033875,0.0023400404024869204,0.9999146461486816,0.0004535351472441107
0.9992640018463135,0.0023945816792547703,0.9999573230743408,0.00031398158171214163
